ID,Player,Years,From,To,Ht(cm),Wt(kg),Birth Date,Colleges,MVP,Finals MVP,All-Star MVP,Most Improved,Sixth Man,Defence Player,Rookie,All 1st,All 2nd,All 3rd,All Tot,All-Star,D Tot,D 1st,D 2nd,Total Awards,Years.1,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
iguodan01,Andre Iguodala,15.0,2005.0,2019.0,198.12,215.0,"January 28, 1984",University of Arizona,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,15.0,SF,1232,845.0,33.384,4.323,9.31,46.43394199785178,0.9129999999999999,2.719,33.57852151526296,3.41,6.591,51.73721741769079,51.3372717508056,2.459,3.514,69.97723392145704,0.948,4.119,5.067,4.308,1.489,0.48700000000000004,1.869,1.83,12.017999999999999,13.628
roberan03,Andre Roberson,5.0,2014.0,2018.0,200.66,210.0,"December 4, 1991",University of Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,SG,320,292.0,22.862,1.959,4.072,48.1090373280943,0.397,1.484,26.752021563342318,1.5619999999999998,2.588,60.355486862442035,52.983791748526535,0.41600000000000004,0.9440000000000001,44.067796610169495,1.222,2.909,4.131,0.875,0.934,0.722,0.622,2.191,4.731,5.941
bogutan01,Andrew Bogut,14.0,2006.0,2019.0,213.36,260.0,"November 28, 1984",University of Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,14.0,C,764,718.0,27.704,4.103,7.657,53.58495494318923,0.004,0.037000000000000005,10.810810810810812,4.099,7.62,53.792650918635175,53.6110748334857,1.1179999999999999,2.033,54.99262174126906,2.474,6.102,8.576,2.161,0.623,1.5419999999999998,1.6740000000000002,3.1239999999999997,9.329,12.963
toneyan01,Andrew Toney,8.0,1981.0,1988.0,190.5,178.0,"November 23, 1957",University of Louisiana at Lafayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,SG,540,259.0,27.322,6.193,12.469000000000001,49.667174592990605,0.278,0.841,33.05588585017836,5.915,11.628,50.8685930512556,50.781939209238914,3.47,4.363,79.53243181297273,0.539,1.641,2.18,4.237,0.7909999999999999,0.228,3.057,2.9739999999999998,16.133,10.369000000000002
wiggian01,Andrew Wiggins,5.0,2015.0,2019.0,203.2,194.0,"February 23, 1995",University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,SF,405,405.0,35.921,7.153,16.242,44.04014283955177,1.077,3.24,33.24074074074074,6.077000000000001,13.002,46.73896323642517,47.35562122891269,3.9930000000000003,5.44,73.40073529411764,1.262,3.0069999999999997,4.269,2.165,1.01,0.56,2.052,2.1430000000000002,19.375,12.649000000000001
hardaan01,Anfernee Hardaway,14.0,1994.0,2008.0,200.66,195.0,"July 18, 1971",University of Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0,14.0,SG,768,620.0,34.311,5.796,12.694,45.659366629903886,0.7859999999999999,2.418,32.506203473945405,5.0089999999999995,10.276,48.74464772284936,48.7553174728218,3.2319999999999998,4.194,77.0624701955174,1.401,3.09,4.4910000000000005,5.103,1.62,0.469,2.57,2.29,15.609000000000002,14.57
jamisan01,Antawn Jamison,16.0,1999.0,2014.0,203.2,223.0,"June 12, 1976",University of North Carolina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,16.0,PF,1129,901.0,34.76,7.07,15.677999999999999,45.095037632351065,1.083,3.136,34.5344387755102,5.987,12.542,47.7356083559241,48.548922056384754,3.2289999999999996,4.461,72.3828737951132,2.344,5.1739999999999995,7.517,1.611,0.96,0.402,1.58,2.408,18.453,15.114
davisan02,Anthony Davis,7.0,2013.0,2019.0,208.28,253.0,"March 11, 1993",University of Kentucky,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,13.0,7.0,PF,479,474.0,34.735,8.99,17.372,51.74994243610408,0.39,1.253,31.125299281723862,8.599,16.119,53.34698182269372,52.87243840663135,5.5470000000000015,6.96,79.69827586206895,2.591,7.996,10.587,2.0980000000000003,1.382,2.4090000000000003,1.889,2.397,23.916,26.311
masonan01,Anthony Mason,13.0,1990.0,2003.0,200.66,250.0,"December 14, 1966",Tennessee State University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,13.0,PF,978,586.0,34.455,4.004,7.8420000000000005,51.05840346850293,0.002,0.016,12.5,4.002,7.825,51.14376996805111,51.07115531752105,2.792,3.9619999999999997,70.46945986875316,2.182,5.9110000000000005,8.093,3.248,0.718,0.278,1.7630000000000001,2.6689999999999996,10.802999999999999,13.700999999999999
walkean02,Antoine Walker,12.0,1997.0,2008.0,203.2,224.0,"August 12, 1976",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,PF,957,767.0,35.519,6.774,16.395,41.31747483989021,1.5759999999999998,4.8180000000000005,32.71066832710669,5.199,11.577,44.90800725576575,46.123818237267464,2.302,3.628,63.45093715545754,2.084,5.595,7.678,3.5039999999999996,1.216,0.519,2.7939999999999996,2.8510000000000004,17.426,13.752
davisan01,Antonio Davis,13.0,1994.0,2006.0,205.74,215.0,"October 31, 1968",University of Texas at El Paso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,PF,996,550.0,28.846,3.512,7.801,45.01986924753237,0.003,0.024,12.5,3.509,7.777,45.12022630834512,45.03909755159594,2.957,4.1,72.12195121951221,2.5610000000000004,4.91,7.471,1.104,0.489,0.995,1.496,2.872,9.984,10.242
mcdyean01,Antonio McDyess,15.0,1996.0,2011.0,205.74,220.0,"September 7, 1974",University of Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,15.0,PF,1115,680.0,27.276999999999997,4.838,9.754,49.60016403526758,0.006,0.057,10.526315789473683,4.831,9.698,49.81439472056095,49.63092064793931,2.008,2.995,67.04507512520867,2.425,5.035,7.46,1.247,0.747,1.06,1.547,3.055,11.69,11.699000000000002
bradlav01,Avery Bradley,9.0,2011.0,2019.0,187.96,180.0,"November 26, 1990",University of Texas at Austin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,9.0,SG,561,488.0,28.889,4.848,11.157,43.45254100564668,1.308,3.635,35.98349381017882,3.54,7.522,47.06195160861474,49.314331809626246,1.052,1.351,77.86824574389341,0.6579999999999999,2.332,2.989,1.8,1.041,0.217,1.446,2.193,12.057,7.859
armstbj01,B.J. Armstrong,11.0,1990.0,2000.0,187.96,175.0,"September 9, 1967",University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,PG,852,380.0,23.655,3.714,7.803,47.59707804690504,0.5720000000000001,1.337,42.78234854151084,3.142,6.466,48.592638416331575,51.26233499935922,1.565,1.8330000000000002,85.37915984724495,0.254,1.474,1.7280000000000002,3.205,0.722,0.059000000000000004,1.136,1.525,9.562999999999999,8.258
davisba01,Baron Davis,13.0,2000.0,2012.0,190.5,209.0,"April 13, 1979","University of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,13.0,PG,885,738.0,34.399,5.895,14.345999999999998,41.09159347553325,1.617,5.019,32.21757322175732,4.2780000000000005,9.327,45.86683821164361,46.72731074864074,2.852,4.015,71.03362391033625,0.9159999999999999,2.9210000000000003,3.8369999999999997,7.159,1.858,0.434,2.7560000000000002,2.8680000000000003,16.259,14.31
gordobe01,Ben Gordon,11.0,2005.0,2015.0,190.5,200.0,"April 4, 1983",University of Connecticut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,SG,773,293.0,27.766,5.3260000000000005,12.357999999999999,43.097588606570646,1.5959999999999999,3.991,39.98997744926085,3.73,8.367,44.57989721525039,49.554944165722596,2.85,3.3310000000000004,85.55989192434704,0.461,2.056,2.516,2.536,0.687,0.153,2.1,2.336,15.097999999999999,9.04
simmobe01,Ben Simmons,2.0,2018.0,2019.0,208.28,230.0,"July 20, 1996",Louisiana State University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,PG,170,170.0,34.124,6.735,12.253,54.96613074349139,0.0,0.106,0.0,6.735,12.147,55.445789083724364,54.96613074349139,2.8760000000000003,4.865,59.11613566289825,1.959,6.5710000000000015,8.529,7.9289999999999985,1.5819999999999999,0.818,3.5060000000000002,2.6710000000000003,16.347,21.524
wallabe01,Ben Wallace,16.0,1997.0,2012.0,205.74,240.0,"September 10, 1974",Virginia Union University,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,5.0,4.0,6.0,5.0,1.0,20.0,16.0,C,1218,1028.0,30.057,2.408,5.0710000000000015,47.48570301715638,0.006,0.05,12.0,2.4019999999999997,5.021,47.83907588129855,47.544862946164464,1.084,2.614,41.469013006886,3.208,6.5920000000000005,9.8,1.3219999999999998,1.287,1.96,0.983,1.949,5.9060000000000015,13.149000000000001
hanzlbi01,Bill Hanzlik,10.0,1981.0,1990.0,200.66,185.0,"December 6, 1957",University of Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,SF,810,114.0,20.816,2.457,5.662000000000001,43.394560226068535,0.063,0.299,21.07023411371237,2.394,5.3629999999999995,44.6391944807011,43.95090074178735,2.251,2.884,78.0513176144244,0.932,1.8330000000000002,2.765,2.747,0.958,0.289,1.444,3.0010000000000003,7.227,5.702000000000001
laimbbi01,Bill Laimbeer,14.0,1981.0,1994.0,210.82,245.0,"May 19, 1957",University of Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,14.0,C,1181,968.0,31.914,5.185,10.475999999999999,49.494081710576545,0.20800000000000002,0.64,32.49999999999999,4.976,9.836,50.589670597803966,50.48682703321879,2.246,2.688,83.55654761904762,2.605,7.13,9.735,2.0140000000000002,0.672,0.887,1.4709999999999999,3.4219999999999997,12.823,15.505999999999998
griffbl01,Blake Griffin,9.0,2011.0,2019.0,208.28,250.0,"March 16, 1989",University of Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,6.0,0.0,0.0,0.0,12.0,9.0,PF,655,654.0,35.07,8.208,16.379,50.112949508517005,0.591,1.733,34.10271206001153,7.617000000000001,14.645999999999999,52.0073740270381,51.91708895536969,4.785,6.8870000000000005,69.47872803833309,2.195,6.74,8.936,4.414,0.919,0.55,2.605,2.9360000000000004,21.791,20.795
jacksbo01,Bobby Jackson,12.0,1998.0,2009.0,185.42,185.0,"March 13, 1973",University of Minnesota,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,PG,813,146.0,22.20300000000001,3.6310000000000002,8.717,41.654238843638865,0.9,2.59,34.74903474903475,2.7310000000000003,6.1270000000000024,44.573200587563235,46.816565332109654,1.526,1.923,79.3551742069683,0.812,2.278,3.09,2.539,0.919,0.091,1.328,1.8119999999999998,9.689,7.705
phillbo01,Bobby Phills,9.0,1992.0,2000.0,195.58,210.0,"December 20, 1969",Southern University and A&M College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,SG,493,397.0,28.45,4.114,9.318,44.1511053874222,0.718,1.854,38.72707659115426,3.3960000000000004,7.465,45.492297387809785,48.00386349001931,1.868,2.546,73.36999214454045,0.872,2.247,3.12,2.625,1.249,0.28800000000000003,1.5130000000000001,2.3409999999999997,10.812999999999999,8.359
simmobo01,Bobby Simmons,10.0,2002.0,2012.0,200.66,210.0,"June 2, 1980",DePaul University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,SF,475,234.0,24.64,3.305,7.585,43.57284113381674,0.8079999999999999,2.044,39.53033268101762,2.497,5.541,45.0640678577874,48.89914304548451,1.493,1.815,82.25895316804409,1.185,2.625,3.8110000000000004,1.516,0.853,0.177,1.114,2.465,8.912,7.086
daughbr01,Brad Daugherty,8.0,1987.0,1994.0,213.36,245.0,"October 19, 1965",University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,6.0,8.0,C,589,587.0,36.722,6.9579999999999975,13.105,53.09423884013735,0.003,0.027000000000000003,11.111111111111114,6.954,13.078,53.17326808380486,53.1056848531095,5.048,6.7520000000000024,74.76303317535546,2.2,7.385,9.586,3.676,0.762,0.742,2.7319999999999998,2.681,18.965999999999998,20.467
millebr01,Brad Miller,14.0,1999.0,2012.0,210.82,244.0,"April 12, 1976",Purdue University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,C,918,619.0,28.174,3.9419999999999997,8.209,48.02046534291632,0.22699999999999998,0.6940000000000001,32.70893371757925,3.716,7.515,49.44777112441784,49.40309416494093,2.998,3.7430000000000003,80.09617953513225,1.959,5.131,7.0889999999999995,2.807,0.727,0.679,1.5859999999999999,2.783,11.109000000000002,13.029000000000002
bealbr01,Bradley Beal,7.0,2013.0,2019.0,195.58,207.0,"June 28, 1993",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,SG,528,494.0,34.803000000000004,7.379,16.373,45.06809992060098,2.208,5.775,38.23376623376624,5.17,10.597999999999999,48.782789205510475,51.810908202528545,3.093,3.866,80.00517330574237,0.841,3.138,3.9789999999999996,3.735,1.161,0.40700000000000003,2.155,2.237,20.059,15.182
roybr01,Brandon Roy,6.0,2007.0,2013.0,198.12,215.0,"July 23, 1984",University of Washington,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,6.0,6.0,SG,341,307.0,35.249,6.78,14.804,45.79843285598487,0.985,2.839,34.69531525184924,5.795,11.965,48.432929377350604,49.12523642258849,4.167,5.205,80.05763688760806,1.047,3.167,4.2139999999999995,4.563,1.0090000000000001,0.243,1.804,1.95,18.713,15.927
lopezbr01,Brook Lopez,11.0,2009.0,2019.0,213.36,270.0,"April 1, 1988",Stanford University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,C,730,693.0,31.058000000000003,6.67,13.407,49.75013052882822,0.599,1.7209999999999999,34.80534572922719,6.0710000000000015,11.686,51.95105254150265,51.984038189005744,3.444,4.342,79.31828650391525,2.249,4.327,6.577000000000001,1.515,0.574,1.758,1.859,2.733,17.382,15.578
bowenbr01,Bruce Bowen,13.0,1997.0,2009.0,200.66,185.0,"June 14, 1971","California State University, Fullerton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,8.0,13.0,SF,1008,766.0,28.019000000000002,2.213,5.443,40.65772551901525,0.978,2.46,39.75609756097561,1.235,2.983,41.40127388535032,49.64174168656991,0.645,1.127,57.23158828748891,0.525,2.247,2.772,1.256,0.813,0.397,0.7240000000000001,2.275,6.05,4.5760000000000005
willibu01,Buck Williams,17.0,1982.0,1998.0,203.2,215.0,"March 8, 1960",University of Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,8.0,17.0,PF,1415,1217.0,32.632,4.834,8.834,54.72039846049355,0.004,0.023,17.391304347826086,4.83,8.811,54.81784133469528,54.743038261263294,3.045,4.581,66.47020301244268,3.447,6.4179999999999975,9.863999999999999,1.2429999999999999,0.8270000000000001,0.8270000000000001,2.102,3.2880000000000003,12.717,14.552999999999999
mccolcj01,CJ McCollum,6.0,2014.0,2019.0,190.5,190.0,"September 19, 1991",Lehigh University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,SG,441,334.0,30.045,6.787000000000001,14.955,45.382815112002675,1.986,4.955,40.080726538849646,4.8,10.0,48.0,52.0227348712805,2.202,2.628,83.78995433789954,0.5870000000000001,2.549,3.136,2.839,0.868,0.33299999999999996,1.7209999999999999,2.1069999999999998,17.762,12.517000000000001
boozeca01,Carlos Boozer,13.0,2003.0,2015.0,205.74,258.0,"November 20, 1981",Duke University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,13.0,PF,944,858.0,31.613000000000003,6.811,13.165999999999999,51.73173325231657,0.001,0.017,5.882352941176469,6.81,13.149000000000001,51.79101072324893,51.73553091295762,2.685,3.716,72.25511302475779,2.406,7.247000000000001,9.652999999999999,2.248,0.8740000000000001,0.39399999999999996,2.158,3.056,16.309,16.878
anthoca01,Carmelo Anthony,16.0,2004.0,2019.0,203.2,240.0,"May 29, 1984",Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,0.0,0.0,0.0,16.0,16.0,SF,1136,1128.0,36.005,8.585,19.232,44.63914309484194,1.268,3.68,34.45652173913044,7.317,15.550999999999998,47.05163655070414,47.935732113144766,5.606,6.901,81.234603680626,1.732,4.827,6.559,2.949,1.033,0.48700000000000004,2.667,2.927,24.045,17.537
butleca01,Caron Butler,14.0,2003.0,2016.0,200.66,228.0,"March 13, 1980",University of Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,SF,946,781.0,32.111,5.148,11.922,43.180674383492686,0.841,2.451,34.312525499796,4.3069999999999995,9.47,45.480464625132,46.70776715316222,2.803,3.312,84.63164251207729,1.2329999999999999,3.7710000000000004,5.003,2.23,1.307,0.253,1.7919999999999998,2.438,13.940999999999999,11.222000000000001
cebalce01,Cedric Ceballos,11.0,1991.0,2001.0,198.12,190.0,"August 2, 1969","California State University, Fullerton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,SF,668,346.0,23.84,5.4479999999999995,10.939,49.80345552609929,0.391,1.2570000000000001,31.105807478122514,5.0569999999999995,9.681000000000001,52.23633922115485,51.59063899808025,2.591,3.445,75.21044992743106,2.003,3.2680000000000002,5.271,1.175,0.735,0.313,1.5819999999999999,1.7280000000000002,13.877,11.717
barklch01,Charles Barkley,16.0,1985.0,2000.0,198.12,252.0,"February 20, 1963",Auburn University,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,11.0,11.0,0.0,0.0,0.0,24.0,16.0,PF,1196,1120.0,36.939,7.896,14.690999999999999,53.747192158464365,0.503,1.899,26.48762506582411,7.393,12.792,57.793933708567856,55.459124634129715,5.936,8.103,73.2568184622979,3.988,7.824,11.812999999999999,3.927,1.5390000000000001,0.833,3.1180000000000003,3.089,22.232,25.176
oaklech01,Charles Oakley,19.0,1986.0,2004.0,203.2,225.0,"December 18, 1963",Virginia Union University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,19.0,PF,1426,1301.0,31.829,3.8,8.089,46.97737668438618,0.057999999999999996,0.217,26.72811059907834,3.742,7.872000000000001,47.53556910569105,47.33588824329336,2.136,2.8110000000000004,75.9871931696905,3.116,6.4570000000000025,9.572000000000001,2.454,1.072,0.299,2.169,3.4530000000000003,9.795,12.607000000000001
billuch01,Chauncey Billups,17.0,1998.0,2014.0,190.5,202.0,"September 25, 1976",University of Colorado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,11.0,17.0,PG,1189,1080.0,32.236,4.605,11.107000000000001,41.4603403259206,1.764,4.587,38.456507521255716,2.841,6.52,43.573619631901856,49.40127847303503,4.442,4.98,89.19678714859438,0.46299999999999997,2.467,2.93,5.439,1.008,0.161,2.069,2.138,15.415,13.706
boshch01,Chris Bosh,13.0,2004.0,2016.0,210.82,235.0,"March 24, 1984",Georgia Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,12.0,13.0,C,982,966.0,35.71,6.847,13.92,49.18821839080461,0.366,1.069,34.237605238540695,6.482,12.85,50.44357976653697,50.5028735632184,4.857,6.08,79.88486842105263,2.137,6.271,8.408,1.949,0.818,1.053,1.9680000000000002,2.427,18.918,18.455
