ID,Player,Years,From,To,Ht(cm),Wt(kg),Birth Date,Colleges,MVP,Finals MVP,All-Star MVP,Most Improved,Sixth Man,Defence Player,Rookie,All 1st,All 2nd,All 3rd,All Tot,All-Star,D Tot,D 1st,D 2nd,Total Awards,Years.1,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR,Group
harriaa01,Aaron Harrison,3.0,2016.0,2018.0,198.12,210.0,"October 28, 1994",University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SG,37,3.0,9.459,0.649,2.4859999999999998,26.10619469026548,0.324,1.486,21.80349932705249,0.324,1.0,32.4,32.62268704746581,0.514,0.838,61.3365155131265,0.21600000000000005,0.946,1.162,0.4320000000000001,0.405,0.054000000000000006,0.18899999999999997,1.081,2.135,0.757,0
holidaa01,Aaron Holiday,1.0,2019.0,2019.0,185.42,185.0,"September 30, 1996","University of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,50,0.0,12.92,2.1,5.24,40.07633587786261,0.86,2.54,33.85826771653544,1.24,2.7,45.925925925925924,48.28244274809161,0.82,1.0,82.0,0.1,1.24,1.34,1.74,0.42,0.26,0.8,1.42,5.88,4.1,1
jacksaa01,Aaron Jackson,1.0,2018.0,2018.0,193.04,185.0,"May 6, 1986",Duquesne University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,8,0.0,6.5,0.625,1.625,38.46153846153847,0.125,0.75,16.666666666666664,0.5,0.875,57.14285714285714,42.30769230769232,0.25,0.5,50.0,0.5,0.375,0.875,0.375,0.0,0.0,0.375,0.75,1.625,0.5,0
mckieaa01,Aaron McKie,13.0,1995.0,2007.0,195.58,209.0,"October 2, 1972",Temple University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,SG,868,313.0,24.533,2.9189999999999996,6.672999999999999,43.743443728457954,0.51,1.442,35.367545076282944,2.4090000000000003,5.23,46.06118546845124,47.56481342724412,1.2329999999999999,1.578,78.13688212927758,0.607,2.688,3.295,2.722,1.1440000000000001,0.20199999999999999,1.3359999999999999,2.05,7.5820000000000025,7.46,2
milesaa01,Aaron Miles,1.0,2006.0,2006.0,185.42,175.0,"April 13, 1983",University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,19,0.0,6.211,0.316,0.9470000000000001,33.368532206969384,0.0,0.0,0.0,0.316,0.9470000000000001,33.368532206969384,33.368532206969384,0.21100000000000002,0.21100000000000002,100.0,0.0,0.737,0.737,1.263,0.21100000000000002,0.053,0.579,0.684,0.8420000000000001,1.2109999999999999,0
swinsaa01,Aaron Swinson,1.0,1995.0,1995.0,195.58,230.0,"January 9, 1971",Auburn University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,9,0.0,5.6670000000000025,1.111,2.0,55.55,0.0,0.0,0.0,1.111,2.0,55.55,55.55,0.444,0.556,79.85611510791368,0.33299999999999996,0.556,0.889,0.33299999999999996,0.111,0.0,0.556,0.889,2.667,1.556,0
williaa01,Aaron Williams,14.0,1994.0,2008.0,205.74,220.0,"October 2, 1971",Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,PF,768,78.0,16.812,2.195,4.4639999999999995,49.17114695340501,0.001,0.022000000000000002,4.545454545454546,2.194,4.441,49.4032875478496,49.18234767025089,1.359,1.8319999999999999,74.18122270742356,1.4080000000000001,2.46,3.867,0.6809999999999999,0.385,0.755,0.9309999999999999,2.504,5.751,5.263999999999999,1
naderab01,Abdel Nader,2.0,2018.0,2019.0,198.12,225.0,"September 25, 1993","Northern Illinois University, Iowa State University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SF,120,2.0,10.408,1.217,3.158,38.53704876504117,0.45799999999999996,1.4080000000000001,32.52840909090909,0.758,1.75,43.31428571428572,45.78847371754275,0.433,0.6579999999999999,65.80547112462007,0.233,1.35,1.5830000000000002,0.408,0.3,0.192,0.517,0.958,3.325,2.167,0
earlac01,Acie Earl,4.0,1994.0,1997.0,208.28,240.0,"June 23, 1970",University of Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,C,194,18.0,13.0,1.8659999999999999,4.6339999999999995,40.26758739749675,0.0,0.046,0.0,1.8659999999999999,4.588,40.671316477768094,40.26758739749675,1.33,2.005,66.3341645885287,0.985,1.6909999999999998,2.675,0.314,0.325,0.655,0.8759999999999999,1.83,5.062,2.8810000000000002,1
lawac01,Acie Law,4.0,2008.0,2011.0,190.5,195.0,"January 25, 1985",Texas A&M University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PG,201,8.0,12.308,1.3530000000000002,3.2539999999999996,41.579594345421015,0.139,0.5870000000000001,23.67972742759796,1.214,2.667,45.51931008623922,43.715427166564226,0.905,1.1540000000000001,78.42287694974004,0.16899999999999998,0.821,0.99,1.607,0.423,0.02,0.7659999999999999,1.0,3.7510000000000003,2.8760000000000003,0
harriad01,Adam Harrington,1.0,2003.0,2003.0,195.58,200.0,"July 5, 1980","North Carolina State University, Auburn University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,19,0.0,5.8420000000000005,0.579,1.9469999999999998,29.738058551617872,0.263,0.737,35.685210312075995,0.316,1.2109999999999999,26.09413707679604,36.49203903441191,0.158,0.21100000000000002,74.88151658767774,0.053,0.368,0.42100000000000004,0.632,0.105,0.053,0.105,0.42100000000000004,1.579,0.8420000000000001,0
keefead01,Adam Keefe,9.0,1993.0,2001.0,205.74,230.0,"February 22, 1970",Stanford University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,PF,681,108.0,16.167,1.7519999999999998,3.471,50.475367329299914,0.003,0.023,13.043478260869565,1.749,3.448,50.72505800464037,50.51858254105445,1.335,1.8780000000000001,71.08626198083068,1.536,2.438,3.9739999999999998,0.655,0.48,0.267,0.841,1.758,4.841,5.355,1
morriad01,Adam Morrison,3.0,2007.0,2010.0,203.2,205.0,"July 19, 1984",Gonzaga University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SF,163,28.0,20.19,2.89,7.7360000000000015,37.357807652533616,0.7609999999999999,2.313,32.9009943795936,2.129,5.422999999999999,39.25871288954453,42.27637021716649,0.871,1.227,70.98614506927466,0.515,1.6130000000000002,2.129,1.368,0.245,0.07400000000000001,1.055,1.6869999999999998,7.4110000000000005,3.282,1
foylead01,Adonal Foyle,12.0,1998.0,2009.0,208.28,250.0,"March 9, 1975",Colgate University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,C,741,269.0,17.653,1.781,3.74,47.62032085561497,0.0,0.003,0.0,1.781,3.737,47.658549638747644,47.62032085561497,0.47600000000000003,0.9540000000000001,49.89517819706497,1.756,2.923,4.678999999999999,0.46399999999999997,0.35600000000000004,1.61,0.81,2.128,4.039,5.775,1
jordaad01,Adonis Jordan,2.0,1994.0,1999.0,180.34,170.0,"August 21, 1970",University of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PG,10,0.0,9.7,0.8,2.7,29.629629629629626,0.3,1.2,25.0,0.5,1.5,33.33333333333333,35.18518518518517,0.2,0.4,50.0,0.3,0.3,0.6,2.2,0.3,0.1,0.8,0.6,2.1,1.8,0
thomaad01,Adonis Thomas,1.0,2014.0,2014.0,200.66,200.0,"March 25, 1993",University of Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,6,1.0,6.1670000000000025,1.0,2.333,42.86326618088298,0.16699999999999998,0.833,20.04801920768308,0.833,1.5,55.53333333333333,46.4423489069867,0.16699999999999998,0.16699999999999998,100.0,0.0,0.5,0.5,0.5,0.0,0.0,0.16699999999999998,1.0,2.333,0.833,0
paynead01,Adreian Payne,4.0,2015.0,2018.0,208.28,237.0,"February 19, 1991",Michigan State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PF,107,24.0,13.112,1.626,4.0089999999999995,40.558742828635566,0.14,0.551,25.408348457350268,1.486,3.458,42.97281665702718,42.304814168121716,0.617,0.907,68.02646085997795,0.738,2.206,2.944,0.617,0.42100000000000004,0.252,0.841,1.8969999999999998,4.0089999999999995,2.832,1
brancad01,Adrian Branch,4.0,1987.0,1990.0,200.66,185.0,"November 17, 1963",University of Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,SF,142,7.0,10.394,2.359,5.289,44.602004159576474,0.063,0.282,22.340425531914892,2.296,5.007,45.85580187737168,45.19757988277557,1.204,1.641,73.3698964046313,0.8240000000000001,1.035,1.859,0.725,0.599,0.12,0.915,1.43,5.9860000000000015,3.577,1
caldwad01,Adrian Caldwell,6.0,1990.0,1998.0,203.2,265.0,"July 4, 1966","Southern Methodist University, Lamar University",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,PF,199,1.0,8.075,0.8290000000000001,1.704,48.65023474178404,0.0,0.015,0.0,0.8290000000000001,1.6880000000000002,49.11137440758294,48.65023474178404,0.312,0.688,45.34883720930233,0.905,1.5930000000000002,2.497,0.166,0.281,0.20600000000000002,0.633,1.357,1.97,1.879,0
griffad01,Adrian Griffin,9.0,2000.0,2008.0,195.58,217.0,"July 4, 1974",Seton Hall University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,SG,525,190.0,16.436,1.636,3.707,44.132721877528994,0.09699999999999999,0.35200000000000004,27.556818181818183,1.5390000000000001,3.3539999999999996,45.8855098389982,45.44105745886162,0.594,0.779,76.25160462130937,1.067,2.09,3.156,1.33,0.882,0.11800000000000001,0.68,1.84,3.964,4.6739999999999995,1
harrial01,Al Harrington,16.0,1999.0,2014.0,205.74,230.0,"February 17, 1980",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,PF,1036,452.0,28.121,4.996,11.307,44.185018130361726,0.9740000000000001,2.779,35.04857862540482,4.022,8.527999999999999,47.16228893058162,48.49208454939418,2.197,3.04,72.26973684210526,1.51,4.006,5.515,1.6269999999999998,0.87,0.257,1.8319999999999999,3.116,13.163,9.331,2
horfoal01,Al Horford,12.0,2008.0,2019.0,208.28,245.0,"June 3, 1986",University of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,7.0,12.0,C,897,892.0,33.037,5.915,11.300999999999998,52.340500840633574,0.469,1.258,37.28139904610492,5.4460000000000015,10.043,54.226824653987855,54.41553844792496,1.7690000000000001,2.336,75.72773972602741,2.135,6.2170000000000005,8.352,3.264,0.81,1.207,1.609,2.319,14.069,17.824,2
jeffeal01,Al Jefferson,14.0,2005.0,2018.0,208.28,289.0,"January 4, 1985",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,C,936,663.0,28.686,6.7120000000000015,13.45,49.903345724907076,0.009000000000000001,0.07200000000000001,12.5,6.702999999999999,13.378,50.104649424428175,49.9368029739777,2.175,3.063,71.00881488736532,2.241,6.135,8.376,1.463,0.6859999999999999,1.188,1.311,2.556,15.607000000000001,15.827,2
thornal01,Al Thornton,4.0,2008.0,2011.0,203.2,220.0,"December 7, 1983",Florida State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,SF,296,167.0,27.95300000000001,4.622,10.232999999999999,45.16759503566891,0.264,0.899,29.36596218020022,4.3580000000000005,9.334,46.68952217698736,46.457539333528786,2.4090000000000003,3.2230000000000003,74.74402730375427,1.324,2.841,4.166,1.193,0.625,0.514,1.432,2.605,11.915999999999999,7.949,2
woodal01,Al Wood,6.0,1982.0,1987.0,198.12,193.0,"June 2, 1958",University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,SG,422,246.0,23.924,4.754,10.213,46.54851659649466,0.095,0.45299999999999996,20.97130242825607,4.659,9.761000000000001,47.73076529044155,47.01361010476843,2.156,2.737,78.77237851662404,1.104,1.9669999999999999,3.071,1.7819999999999998,0.737,0.379,1.365,2.275,11.758,8.047,2
aminual01,Al-Farouq Aminu,9.0,2011.0,2019.0,205.74,220.0,"September 21, 1990",Wake Forest University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,SF,694,446.0,25.432,2.885,6.778,42.5641782236648,0.8370000000000001,2.434,34.38783894823336,2.048,4.343999999999999,47.14548802946592,48.73856594865742,1.324,1.774,74.63359639233371,1.4269999999999998,4.735,6.1610000000000005,1.242,0.96,0.5820000000000001,1.239,1.886,7.931,9.408,2
abdelal01,Alaa Abdelnaby,5.0,1991.0,1995.0,208.28,240.0,"June 24, 1968",Duke University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PF,273,57.0,12.11,2.3369999999999997,4.6739999999999995,50.0,0.0,0.011000000000000001,0.0,2.3369999999999997,4.663,50.11794981771393,50.0,0.8320000000000001,1.19,69.91596638655462,1.048,2.125,3.1719999999999997,0.322,0.26,0.256,0.945,1.8130000000000002,5.505,4.062,1
anderal01,Alan Anderson,8.0,2006.0,2017.0,198.12,220.0,"October 16, 1982",Michigan State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,SF,348,68.0,20.678,2.5660000000000003,6.284,40.83386378103119,1.006,2.9019999999999997,34.6657477601654,1.56,3.3819999999999997,46.12655233589592,48.83831954169319,1.213,1.5,80.86666666666667,0.46799999999999997,1.736,2.204,1.129,0.563,0.092,0.885,1.848,7.351,4.601,1
hardyal01,Alan Hardy,2.0,1981.0,1982.0,200.66,195.0,"May 25, 1957",University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,60,0.0,7.017,1.4,3.25,43.07692307692307,0.0,0.083,0.0,1.4,3.167,44.20587306599305,43.07692307692307,0.41700000000000004,0.65,64.15384615384615,0.3670000000000001,0.517,0.883,0.38299999999999995,0.16699999999999998,0.217,0.517,0.75,3.217,1.517,0
hendeal01,Alan Henderson,12.0,1996.0,2007.0,205.74,235.0,"December 2, 1972",Indiana University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,PF,688,224.0,20.773000000000003,2.9739999999999998,6.312,47.11660329531053,0.006999999999999999,0.039,17.94871794871795,2.967,6.273,47.29794356767098,47.172053231939145,1.7109999999999999,2.6660000000000004,64.17854463615905,2.145,2.7239999999999998,4.869,0.593,0.539,0.446,1.077,2.198,7.666,6.545,2
oggal01,Alan Ogg,3.0,1991.0,1993.0,218.44,240.0,"July 5, 1967",University of Alabama at Birmingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,C,83,1.0,8.096,0.9159999999999999,1.867,49.06266738082486,0.0,0.024,0.0,0.9159999999999999,1.8430000000000002,49.70157352143246,49.06266738082486,0.313,0.5539999999999999,56.49819494584837,0.578,1.036,1.614,0.157,0.157,0.735,0.361,1.6269999999999998,2.145,1.6269999999999998,0
willial03,Alan Williams,4.0,2016.0,2019.0,203.2,265.0,"January 28, 1993","University of California, Santa Barbara",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PF,67,0.0,13.015,2.4330000000000003,4.806,50.62421972534332,0.0,0.03,0.0,2.4330000000000003,4.776,50.94221105527637,50.62421972534332,1.2990000000000002,2.075,62.602409638554214,1.716,3.821,5.537000000000001,0.5820000000000001,0.552,0.5670000000000001,0.7609999999999999,2.313,6.164,7.178999999999999,1
tuckeal02,Alando Tucker,3.0,2008.0,2010.0,198.12,205.0,"February 11, 1984",University of Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SF,51,1.0,8.353,1.51,3.569,42.30876996357522,0.196,0.667,29.385307346326837,1.314,2.9019999999999997,45.27911784975878,45.05463715326422,0.922,1.176,78.4013605442177,0.569,0.392,0.961,0.314,0.098,0.039,0.373,0.431,4.137,2.431,0
kingal01,Albert King,9.0,1982.0,1992.0,198.12,190.0,"December 17, 1959",University of Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,SF,555,332.0,24.252,5.124,11.123,46.0667086217747,0.106,0.39299999999999996,26.972010178117053,5.018,10.73,46.76607642124882,46.54319877730829,1.892,2.4019999999999997,78.7676935886761,1.449,2.825,4.274,2.198,0.861,0.368,2.1590000000000003,3.05,12.247,8.231,2
burksal01,Alec Burks,8.0,2012.0,2019.0,198.12,214.0,"July 20, 1991",University of Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,SG,442,67.0,20.894000000000002,3.285,7.778,42.23450758549756,0.674,1.889,35.68025410269984,2.611,5.888999999999999,44.336899303786716,46.56724093597328,2.251,2.912,77.30082417582419,0.59,2.439,3.029,1.695,0.602,0.172,1.24,1.7009999999999998,9.495,6.898,1
kesslal01,Alec Kessler,4.0,1991.0,1994.0,210.82,230.0,"January 13, 1967",University of Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PF,212,24.0,13.91,2.005,4.717,42.50582997668009,0.047,0.113,41.592920353982294,1.9580000000000002,4.604,42.52823631624674,43.00402798388807,1.0659999999999998,1.429,74.59762071378586,1.217,2.33,3.5469999999999997,0.382,0.184,0.335,0.91,2.1319999999999997,5.122999999999998,3.4530000000000003,1
peteral01,Alec Peters,1.0,2018.0,2018.0,205.74,232.0,"April 13, 1995",Valparaiso University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,20,0.0,11.25,1.4,3.7,37.83783783783783,0.9,2.9,31.03448275862069,0.5,0.8,62.5,49.99999999999999,0.4,0.5,80.0,0.4,1.45,1.85,0.6,0.1,0.1,0.2,0.65,4.1,3.5,0
djordal01,Aleksandar Djordjevic,1.0,1997.0,1997.0,187.96,198.0,"August 26, 1967",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,8,0.0,7.625,1.0,2.0,50.0,0.625,0.875,71.42857142857143,0.375,1.125,33.33333333333333,65.625,0.5,0.625,80.0,0.125,0.5,0.625,0.625,0.0,0.0,0.625,0.375,3.125,2.25,0
radojal01,Aleksandar Radojevic,2.0,2000.0,2005.0,220.98,250.0,"August 8, 1976",Barton County Community College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,C,15,6.0,10.133,0.5329999999999999,1.733,30.75591459896133,0.0,0.0,0.0,0.5329999999999999,1.733,30.75591459896133,30.75591459896133,0.667,1.067,62.51171508903468,0.733,1.6669999999999998,2.4,0.467,0.133,0.2,1.3330000000000002,2.467,1.733,-0.467,0
abrinal01,Alex Abrines,3.0,2017.0,2019.0,198.12,200.0,"August 1, 1993",None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SG,185,16.0,16.038,1.735,4.497,38.581276406493224,1.2429999999999999,3.378,36.79692125518058,0.4920000000000001,1.119,43.96782841823058,52.40160106737825,0.541,0.616,87.82467532467533,0.292,1.1840000000000002,1.476,0.508,0.524,0.13,0.395,1.676,5.254,2.984,1
